#Name;Title;Emulator;CloneOf;Year;Manufacturer;Category;Players;Rotation;Control;Status;DisplayCount;DisplayType;AltRomname;AltTitle;Extra;Buttons;Series;Language;Region;Rating
wow;Wizard of Wor;Arcade;;1980;Dave Nutting Associates / Midway;Maze / Shooter Small;2;0;joystick (8-way),joystick (8-way);imperfect;1;raster;;;;2;;;;
wbmlb;Wonder Boy - Monster Land (English bootleg set 1);Arcade;wbml;1987;bootleg;Platform / Shooter Scrolling;2;0;joystick (8-way),joystick (8-way);good;1;raster;wbml;;;2;;;;
wbeachvl;World Beach Volley (set 1, PIC16C57 audio CPU);Arcade;;1995;Playmark;Sports / Volleyball;4;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);imperfect;1;raster;;;;3;;;;
wcvol95;World Cup Volley '95 (Asia v1.0);Arcade;;1995;Data East Corporation;Sports / Volleyball;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;;3;;;;
xsleena;Xain'd Sleena (World);Arcade;;1986;Technos Japan (Taito license);Platform / Shooter Scrolling;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;;2;;;;
yamyam;Yam! Yam!?;Arcade;;1990;Dooyong;Maze / Blocks;2;0;joystick (4-way),joystick (4-way);good;1;raster;;;;2;;;;
aligatun;aligatun;Arcade;;;;;;;;;;;;;;;;;;
battleg;battleg;Arcade;;;;;;;;;;;;;;;;;;
chplftbl;chplftbl;Arcade;;;;;;;;;;;;;;;;;;
combasc;combasc;Arcade;;;;;;;;;;;;;;;;;;
crimfgt2;crimfgt2;Arcade;;;;;;;;;;;;;;;;;;
dw;dw;Arcade;;;;;;;;;;;;;;;;;;
freekckb;freekckb;Arcade;;;;;;;;;;;;;;;;;;
ftsoccer;ftsoccer;Arcade;;;;;;;;;;;;;;;;;;
gaunts;gaunts;Arcade;;;;;;;;;;;;;;;;;;
gekirido;gekirido;Arcade;;;;;;;;;;;;;;;;;;
halleys;halleys;Arcade;;;;;;;;;;;;;;;;;;
mainev2p;mainev2p;Arcade;;;;;;;;;;;;;;;;;;
megab;megab;Arcade;;;;;;;;;;;;;;;;;;
metamrpj;metamrpj;Arcade;;;;;;;;;;;;;;;;;;
moo;moo;Arcade;;;;;;;;;;;;;;;;;;
moonwlkb;moonwlkb;Arcade;;;;;;;;;;;;;;;;;;
puyopuyo;puyopuyo;Arcade;;;;;;;;;;;;;;;;;;
rambo3a;rambo3a;Arcade;;;;;;;;;;;;;;;;;;
sboblbob;sboblbob;Arcade;;;;;;;;;;;;;;;;;;
sbomberb;sbomberb;Arcade;;;;;;;;;;;;;;;;;;
sf1;sf1;Arcade;;;;;;;;;;;;;;;;;;
shangonb;shangonb;Arcade;;;;;;;;;;;;;;;;;;
slapbtuk;slapbtuk;Arcade;;;;;;;;;;;;;;;;;;
spidey;spidey;Arcade;;;;;;;;;;;;;;;;;;
sqixbl;sqixbl;Arcade;;;;;;;;;;;;;;;;;;
tnexspce;tnexspce;Arcade;;;;;;;;;;;;;;;;;;
wc90;wc90;Arcade;;;;;;;;;;;;;;;;;;
wc90b1;wc90b1;Arcade;;;;;;;;;;;;;;;;;;
yard;yard;Arcade;;;;;;;;;;;;;;;;;;
